term_str,n,p,i,h,n_chars,max_pos,stem_porter,stem_snowball,stem_lancaster,df,idf,tfidf_mean,tfidf_max,dfidf
larger,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,6,JJR,larger,larger,larg,24,1.1069271337655804,0.015735097585737934,0.08021211114243336,26.566251210373927
low,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,3,JJ,low,low,low,25,1.0891983668051488,0.01854646855199739,0.04950901667296131,27.22995917012872
rate,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,4,NN,rate,rate,rat,19,1.2083847745243574,0.017180493691588566,0.046476337481706056,22.95931071596279
concentrations,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,14,NNS,concentr,concentr,cont,22,1.1447156946549804,0.01226709160141105,0.05263060665080369,25.183745282409568
studied,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,7,VBN,studi,studi,study,30,1.010017120757524,0.013953088624789344,0.05611206226430688,30.300513622725717
seen,33,0.0011995201919232307,9.703326841459814,0.011639336475161712,4,VBN,seen,seen,seen,29,1.0247403775782304,0.01517605563401529,0.060278845739895906,29.717470949768682
metal,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,5,NN,metal,metal,met,26,1.0721650275063686,0.019358542216911245,0.0846446074347133,27.87629071516558
sintering,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,9,VBG,sinter,sinter,sint,17,1.2566894540989126,0.027534753756113767,0.08377929693992751,21.363720719681513
decrease,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,8,NN,decreas,decreas,decreas,28,1.0399803441349673,0.01791601993874747,0.05942744823628385,29.119449635779084
elasticity,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,10,NN,elast,elast,elast,19,1.2083847745243574,0.04958235010614344,0.1342649749471508,22.95931071596279
local,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,5,JJ,local,local,loc,23,1.1254105394595937,0.015004267347979262,0.03847557399861859,25.884442407570656
large,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,5,JJ,larg,larg,larg,26,1.0721650275063686,0.012633343873892117,0.05874876863048595,27.87629071516558
microstructure,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,14,NN,microstructur,microstructur,microstruct,23,1.1254105394595937,0.017948100680927632,0.0625228077477552,25.884442407570656
matrix,32,0.0011631710951982843,9.747720960818267,0.011338267265682257,6,NN,matrix,matrix,matrix,19,1.2083847745243574,0.024684974301597537,0.06196844997560807,22.95931071596279
less,31,0.001126821998473338,9.793524650431392,0.011035559018697,4,RBR,less,less,less,28,1.0399803441349673,0.009975765282856461,0.02476143676511827,29.119449635779084
number,31,0.001126821998473338,9.793524650431392,0.011035559018697,6,NN,number,number,numb,23,1.1254105394595937,0.01893310157954165,0.058615132263520504,25.884442407570656
dependence,31,0.001126821998473338,9.793524650431392,0.011035559018697,10,NN,depend,depend,depend,21,1.1649190807432672,0.022431000286100223,0.0728074425464542,24.463300695608613
elemental,31,0.001126821998473338,9.793524650431392,0.011035559018697,9,NN,element,element,el,22,1.1447156946549804,0.015775638881016445,0.04905924405664201,25.183745282409568
powders,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,7,NNS,powder,powder,powd,18,1.2318658703738805,0.02562810520265985,0.06843699279854891,22.17358566672985
sample,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,6,NN,sampl,sampl,sampl,20,1.1861083798132053,0.018247716340460983,0.049421182492216886,23.722167596264107
nbmotawv,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,8,NN,nbmotawv,nbmotawv,nbmotawv,15,1.3110471164215052,0.036426522303340446,0.08740314109476702,19.665706746322577
calculations,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,12,NNS,calcul,calcul,calc,22,1.1447156946549804,0.017006547917442418,0.045788627786199215,25.183745282409568
study,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,5,NN,studi,studi,study,24,1.1069271337655804,0.018816574132018652,0.10542163178719813,26.566251210373927
agreement,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,9,NN,agreement,agreement,agr,28,1.0399803441349673,0.016064246274361853,0.06117531436088043,29.119449635779084
ni-co,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,5,NN,ni-co,ni-co,ni-co,12,1.4079571294295616,0.025389066323165024,0.055214005075669086,16.89548555315474
lower,30,0.0010904729017483916,9.840830365209749,0.010731158843963959,5,JJR,lower,lower,low,25,1.0891983668051488,0.01698944579067588,0.12102204075612764,27.22995917012872
homogenization,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,14,NN,homogen,homogen,homog,19,1.2083847745243574,0.020444789249126138,0.052999332215980584,22.95931071596279
solutions,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,9,NNS,solut,solut,solv,27,1.0557746113181992,0.016090751412600354,0.07038497408787994,28.505914505591377
ni-cr,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,5,NN,ni-cr,ni-cr,ni-cr,14,1.3410103397989483,0.021606036570335697,0.05060416376599805,18.774144757185276
milled,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,6,VBN,mill,mill,mil,17,1.2566894540989126,0.01926685517197326,0.041202932921275824,21.363720719681513
process,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,7,NN,process,process,process,21,1.1649190807432672,0.015588878728293279,0.050648655684489875,24.463300695608613
room,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,4,NN,room,room,room,23,1.1254105394595937,0.01471831167626802,0.056270526972979684,25.884442407570656
close,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,5,RB,close,close,clos,26,1.0721650275063686,0.015939815102880037,0.05956472375035381,27.87629071516558
result,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,6,NN,result,result,result,24,1.1069271337655804,0.01747614542074116,0.05534635668827902,26.566251210373927
heating,29,0.0010541238050234452,9.889739965690696,0.010425010323326312,7,NN,heat,heat,heat,15,1.3110471164215052,0.02508825323450499,0.08404148182189135,19.665706746322577
radii,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,5,NN,radii,radii,radi,14,1.3410103397989483,0.03074351997644457,0.15776592232928804,18.774144757185276
performed,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,9,VBN,perform,perform,perform,23,1.1254105394595937,0.01322322730536843,0.05771336099792788,25.884442407570656
increasing,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,10,VBG,increas,increas,increas,23,1.1254105394595937,0.01499912521509497,0.08038646710425669,25.884442407570656
interaction,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,11,NN,interact,interact,interact,20,1.1861083798132053,0.01476203361628656,0.028580924814776032,23.722167596264107
related,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,7,JJ,relat,relat,rel,26,1.0721650275063686,0.014036186252332319,0.03697120784504719,27.87629071516558
ratio,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,5,NN,ratio,ratio,ratio,23,1.1254105394595937,0.016628797469920936,0.08038646710425669,25.884442407570656
min,28,0.0010177747082984988,9.940366038760663,0.010117053145479938,3,NN,min,min,min,16,1.2830183928212617,0.03427441581249158,0.1710691190428349,20.528294285140188
formed,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,6,VBN,form,form,form,21,1.1649190807432672,0.019622841127853632,0.05547233717825082,24.463300695608613
stable,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,6,JJ,stabl,stabl,stabl,21,1.1649190807432672,0.015858928320733427,0.0728074425464542,24.463300695608613
resistance,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,10,NN,resist,resist,resist,14,1.3410103397989483,0.024334337599234698,0.08381314623743427,18.774144757185276
stability,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,9,NN,stabil,stabil,stabl,20,1.1861083798132053,0.021519054773452163,0.11861083798132054,23.722167596264107
sqs,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,3,NN,sq,sqs,sqs,13,1.3731950231703498,0.030167779433464735,0.08955619716328368,17.851535301214547
line,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,4,NN,line,line,lin,21,1.1649190807432672,0.011330088044293878,0.023895776015246506,24.463300695608613
case,27,0.0009814256115735524,9.992833458654799,0.009807222688512942,4,NN,case,case,cas,19,1.2083847745243574,0.0191718607794383,0.0671324874735754,22.95931071596279
moduli,26,0.000945076514848606,10.047281242677174,0.009495449540533114,6,NNS,moduli,moduli,modul,18,1.2318658703738805,0.02775682516886299,0.10558850317490405,22.17358566672985
equiatomic,26,0.000945076514848606,10.047281242677174,0.009495449540533114,10,JJ,equiatom,equiatom,equiatom,21,1.1649190807432672,0.014025581428479731,0.04016962347390576,24.463300695608613
good,26,0.000945076514848606,10.047281242677174,0.009495449540533114,4,JJ,good,good,good,25,1.0891983668051488,0.012161366663362982,0.047356450730658646,27.22995917012872
nicofemncr,26,0.000945076514848606,10.047281242677174,0.009495449540533114,10,NN,nicofemncr,nicofemncr,nicofemncr,11,1.4457456903189614,0.035700482991674894,0.08031920501772007,15.903202593508576
nbmocrtial,26,0.000945076514848606,10.047281242677174,0.009495449540533114,10,NN,nbmocrtial,nbmocrtial,nbmocrtial,17,1.2566894540989126,0.028068606183691853,0.06981608078327292,21.363720719681513
multicomponent,26,0.000945076514848606,10.047281242677174,0.009495449540533114,14,NN,multicompon,multicompon,multicompon,23,1.1254105394595937,0.015432877528162808,0.046892105810816403,25.884442407570656
investigated,26,0.000945076514848606,10.047281242677174,0.009495449540533114,12,VBN,investig,investig,investig,24,1.1069271337655804,0.021093250417106742,0.0737951422510387,26.566251210373927
changes,25,0.0009087274181236596,10.103864771043543,0.009181658946461,7,NNS,chang,chang,chang,22,1.1447156946549804,0.01484806228817686,0.036926312730805814,25.183745282409568
theoretical,25,0.0009087274181236596,10.103864771043543,0.009181658946461,11,JJ,theoret,theoret,theoret,17,1.2566894540989126,0.021481151625847336,0.06130192459019086,21.363720719681513
experiments,25,0.0009087274181236596,10.103864771043543,0.009181658946461,11,NNS,experi,experi,expery,18,1.2318658703738805,0.014514858609067609,0.029564780888973134,22.17358566672985
radius,25,0.0009087274181236596,10.103864771043543,0.009181658946461,6,NN,radiu,radius,radi,17,1.2566894540989126,0.02335878634428284,0.05236206058745469,21.363720719681513
computed,25,0.0009087274181236596,10.103864771043543,0.009181658946461,8,VBN,comput,comput,comput,16,1.2830183928212617,0.0206094547948739,0.05518358678801126,20.528294285140188
pure,25,0.0009087274181236596,10.103864771043543,0.009181658946461,4,NN,pure,pure,pur,20,1.1861083798132053,0.01450506995642561,0.043929939993081674,23.722167596264107
state,25,0.0009087274181236596,10.103864771043543,0.009181658946461,5,NN,state,state,stat,21,1.1649190807432672,0.013069032115301629,0.025887090683183716,24.463300695608613
structural,25,0.0009087274181236596,10.103864771043543,0.009181658946461,10,JJ,structur,structur,structural,19,1.2083847745243574,0.01422142403577265,0.0483353909809743,22.95931071596279
predicted,25,0.0009087274181236596,10.103864771043543,0.009181658946461,9,VBN,predict,predict,predict,19,1.2083847745243574,0.017276673679970097,0.048823627253509395,22.95931071596279
transformation,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,14,NN,transform,transform,transform,11,1.4457456903189614,0.029921328014688477,0.06995543662833684,15.903202593508576
smaller,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,7,JJR,smaller,smaller,smal,21,1.1649190807432672,0.013186894894236514,0.02773616858912541,24.463300695608613
components,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,10,NNS,compon,compon,compon,19,1.2083847745243574,0.019908860929160697,0.06041923872621788,22.95931071596279
measurement,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,11,NN,measur,measur,meas,12,1.4079571294295616,0.028334411849455243,0.06579238922568045,16.89548555315474
single,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,6,JJ,singl,singl,singl,22,1.1447156946549804,0.011378423379793194,0.034688354383484256,25.183745282409568
compared,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,8,VBN,compar,compar,comp,23,1.1254105394595937,0.014307683321543635,0.06620061996821139,25.884442407570656
leads,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,5,NNS,lead,lead,lead,21,1.1649190807432672,0.013200419253714232,0.04016962347390576,24.463300695608613
factor,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,6,NN,factor,factor,fact,13,1.3731950231703498,0.022549664972360297,0.05721645929876457,17.851535301214547
cubic,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,5,NN,cubic,cubic,cub,17,1.2566894540989126,0.016402369683155473,0.05712224791358694,21.363720719681513
literature,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,10,NN,literatur,literatur,lit,21,1.1649190807432672,0.024212691998476938,0.08320850576737622,24.463300695608613
significant,24,0.0008723783213987132,10.16275846009711,0.008865770166200089,11,JJ,signific,signific,sign,20,1.1861083798132053,0.012581218214560475,0.037065886869162665,23.722167596264107
precipitates,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,12,NNS,precipit,precipit,precipit,12,1.4079571294295616,0.041960449289554884,0.09182329104975402,16.89548555315474
indicates,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,9,NNS,indic,indic,ind,21,1.1649190807432672,0.013484489576339484,0.03426232590421374,24.463300695608613
factors,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,7,NNS,factor,factor,fact,15,1.3110471164215052,0.029641543038048876,0.14567190182461168,19.665706746322577
methods,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,7,NNS,method,method,method,18,1.2318658703738805,0.019789267181218238,0.06843699279854891,22.17358566672985
role,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,4,NN,role,role,rol,22,1.1447156946549804,0.02239737087596938,0.08805505343499849,25.183745282409568
measurements,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,12,NNS,measur,measur,meas,18,1.2318658703738805,0.018189113576996187,0.05028023960709716,22.17358566672985
function,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,8,NN,function,function,funct,16,1.2830183928212617,0.01283579106549082,0.027298263677048122,20.528294285140188
peak,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,4,NN,peak,peak,peak,16,1.2830183928212617,0.017342248567596082,0.0356393998005906,20.528294285140188
enthalpy,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,8,NN,enthalpi,enthalpi,enthalpy,14,1.3410103397989483,0.04115725702498883,0.1257197193561514,18.774144757185276
show,23,0.0008360292246737669,10.224159004761255,0.008547695725691863,4,NN,show,show,show,21,1.1649190807432672,0.012373620059723514,0.030655765282717556,24.463300695608613
linear,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,6,NN,linear,linear,linear,20,1.1861083798132053,0.012262647960919425,0.03594267817615774,23.722167596264107
compositional,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,13,JJ,composit,composit,composit,12,1.4079571294295616,0.021120793050534797,0.0439986602946738,16.89548555315474
solid-solution,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,14,NN,solid-solut,solid-solut,solid-solution,17,1.2566894540989126,0.01717310351673881,0.045697798330869545,21.363720719681513
error,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,5,NN,error,error,er,14,1.3410103397989483,0.01633179843902411,0.05013122765603545,18.774144757185276
important,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,9,JJ,import,import,import,18,1.2318658703738805,0.01748729856623455,0.061593293518694026,22.17358566672985
sigma,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,5,NN,sigma,sigma,sigm,11,1.4457456903189614,0.034914660345152775,0.06285850827473745,15.903202593508576
bec,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,3,NN,bec,bec,bec,15,1.3110471164215052,0.01902643675470014,0.046823111300768036,19.665706746322577
critical,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,8,JJ,critic,critic,crit,16,1.2830183928212617,0.019013318924593528,0.055783408383533115,20.528294285140188
sem,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,3,NN,sem,sem,sem,17,1.2566894540989126,0.015980237425004103,0.042599642511827546,21.363720719681513
treatment,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,9,NN,treatment,treatment,tre,19,1.2083847745243574,0.01939649346371228,0.12083847745243576,22.95931071596279
given,22,0.0007996801279488205,10.28828934218097,0.008227340537529765,5,VBN,given,given,giv,18,1.2318658703738805,0.015453408110152124,0.0324175229045758,22.17358566672985
design,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,6,NN,design,design,design,18,1.2318658703738805,0.014970466117478518,0.035706257112286394,22.17358566672985
considered,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,10,VBN,consid,consid,consid,18,1.2318658703738805,0.011576181606910449,0.02514011980354858,22.17358566672985
grain,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,5,NN,grain,grain,grain,15,1.3110471164215052,0.024207512956263156,0.08194044477634407,19.665706746322577
law,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,3,NN,law,law,law,19,1.2083847745243574,0.016160766081982803,0.0335662437367877,22.95931071596279
cocrfeni,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,8,NN,cocrfeni,cocrfeni,cocrfen,11,1.4457456903189614,0.034342780440430334,0.09035910564493509,15.903202593508576
dislocations,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,12,NNS,disloc,disloc,disloc,11,1.4457456903189614,0.02064654099538604,0.057829827612758455,15.903202593508576
reveal,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,6,NN,reveal,reveal,rev,18,1.2318658703738805,0.015167407636441706,0.030416441243799518,22.17358566672985
-mn,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,3,NN,-mn,-mn,-mn,11,1.4457456903189614,0.02744403427496649,0.05560560347380621,15.903202593508576
simple,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,6,NN,simpl,simpl,simpl,16,1.2830183928212617,0.01747736570586758,0.0534590997008859,20.528294285140188
set,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,3,NN,set,set,set,12,1.4079571294295616,0.019673321809357654,0.04855024584239868,16.89548555315474
metallic,21,0.0007633310312238741,10.355403538039507,0.007904600861431051,8,NN,metal,metal,metal,12,1.4079571294295616,0.015961970764865687,0.04969260456810218,16.89548555315474
compounds,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,9,NNS,compound,compound,compound,13,1.3731950231703498,0.018574586057642246,0.04818228151474911,17.851535301214547
field,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,5,NN,field,field,field,13,1.3731950231703498,0.01859086963147587,0.04818228151474911,17.851535301214547
sps,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,3,NN,sp,sps,sps,10,1.4871383754771865,0.03681489995660454,0.08497933574155352,14.871383754771866
purity,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,6,NN,puriti,puriti,pur,9,1.5328958660378615,0.026448491378191406,0.10018927229005632,13.796062794340754
general,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,7,JJ,gener,general,gen,18,1.2318658703738805,0.01282299791850277,0.053559385668429584,22.17358566672985
lines,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,5,NNS,line,line,lin,12,1.4079571294295616,0.034202707806331695,0.11042801015133817,16.89548555315474
interactions,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,12,NNS,interact,interact,interact,13,1.3731950231703498,0.01830322520921572,0.04577316743901166,17.851535301214547
evolution,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,9,NN,evolut,evolut,evolv,14,1.3410103397989483,0.01903361291326045,0.05916222087348302,18.774144757185276
approach,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,8,NN,approach,approach,approach,14,1.3410103397989483,0.02790132894236144,0.09578645284278202,18.774144757185276
various,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,7,JJ,variou,various,vary,17,1.2566894540989126,0.015196231156970157,0.03696145453232096,21.363720719681513
possible,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,8,JJ,possibl,possibl,poss,16,1.2830183928212617,0.020375312674626143,0.05132073571285047,20.528294285140188
predictions,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,11,NNS,predict,predict,predict,12,1.4079571294295616,0.030261607236021632,0.07410300681208219,16.89548555315474
previous,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,8,JJ,previou,previous,prevy,20,1.1861083798132053,0.01735343624628983,0.06977108116548267,23.722167596264107
slightly,20,0.0007269819344989277,10.425792865930905,0.007579363066359569,8,RB,slightli,slight,slight,18,1.2318658703738805,0.014313486684368389,0.04106219567912935,22.17358566672985
individual,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,10,JJ,individu,individu,individ,16,1.2830183928212617,0.018797821501332246,0.07547167016595657,20.528294285140188
stacking,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,8,VBG,stack,stack,stack,14,1.3410103397989483,0.021860650297750677,0.1257197193561514,18.774144757185276
annealing,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,9,VBG,anneal,anneal,an,13,1.3731950231703498,0.0184611450489694,0.06539023919858808,17.851535301214547
second,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,6,JJ,second,second,second,17,1.2566894540989126,0.0111119245504214,0.01848072726616048,21.363720719681513
pattern,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,7,NN,pattern,pattern,pattern,11,1.4457456903189614,0.022003540578660993,0.09035910564493509,15.903202593508576
trend,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,5,NN,trend,trend,trend,12,1.4079571294295616,0.02494434019120982,0.05054205080003554,16.89548555315474
expected,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,8,VBN,expect,expect,expect,16,1.2830183928212617,0.017897870198505663,0.07547167016595657,20.528294285140188
strong,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,6,JJ,strong,strong,strong,14,1.3410103397989483,0.018635037453243943,0.04325839805803059,18.774144757185276
vegards,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,7,NNS,vegard,vegard,vegard,17,1.2566894540989126,0.018051509024777212,0.03490804039163646,21.363720719681513
several,19,0.0006906328377739813,10.499793447374682,0.007251502144601031,7,JJ,sever,sever,sev,18,1.2318658703738805,0.013478632851846632,0.04927463481495522,22.17358566672985
applied,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,7,VBN,appli,appli,apply,13,1.3731950231703498,0.0177356448265859,0.04818228151474911,17.851535301214547
equimolar,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,9,NN,equimolar,equimolar,equimol,17,1.2566894540989126,0.021582871167837046,0.040538369487061694,21.363720719681513
revealed,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,8,VBD,reveal,reveal,rev,17,1.2566894540989126,0.014984957000987498,0.03808149860905796,21.363720719681513
use,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,3,NN,use,use,us,15,1.3110471164215052,0.014290702756639604,0.02850102427003272,19.665706746322577
available,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,9,JJ,avail,avail,avail,16,1.2830183928212617,0.01801392853334534,0.0534590997008859,20.528294285140188
maximum,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,7,NN,maximum,maximum,maxim,13,1.3731950231703498,0.016146506058803318,0.04161197039910151,17.851535301214547
space,18,0.0006542837410490349,10.577795959375955,0.006920879912353865,5,NN,space,space,spac,16,1.2830183928212617,0.013562497240463427,0.0458220854579022,20.528294285140188
